NOTE: While the addresses returned from swapping are correct, there is an issue with memory from another variable overlapping the external disk array.
So junk data will appear in areas, but the 2 pages swapped out at the beginning are correct. Did not have time to fix the issue.

  Ext. Disk Addr.  | Content  |
       0x1BA1      | null (0) |
       0x1BA2      |   7 (55) |
       0x1BA3      | null (0) |
       0x1BA4      |   = (61) |
       0x1BA5      | null (0) |
       0x1BA6      | null (0) |
       0x1BA7      | null (0) |
       0x1BA8      |   K (75) |
       0x1BA9      | null (0) |
       0x1BAA      |   F (70) |
       0x1BAB      | null (0) |
       0x1BAC      |   N (78) |
       0x1BAD      | null (0) |
       0x1BAE      | null (0) |
       0x1BAF      | null (0) |
       0x1BB0      | null (0) |
       0x1BB1      | null (0) |
       0x1BB2      | null (0) |
       0x1BB3      | null (0) |
       0x1BB4      | null (0) |
       0x1BB5      | null (0) |
       0x1BB6      | null (0) |
       0x1BB7      | null (0) |
       0x1BB8      | null (0) |
       0x1BB9      | null (0) |
       0x1BBA      | null (0) |
       0x1BBB      | null (0) |
       0x1BBC      | null (0) |
       0x1BBD      | null (0) |
       0x1BBE      |   8 (56) |
       0x1BBF      | null (0) |
       0x1BC0      | null (0) |
       0x1BC1      | null (0) |
       0x1BC2      |   = (61) |
       0x1BC3      | null (0) |
       0x1BC4      | null (0) |
       0x1BC5      | null (0) |
       0x1BC6      | null (0) |
       0x1BC7      | null (0) |
       0x1BC8      | null (0) |
       0x1BC9      | null (0) |
       0x1BCA      |   K (75) |
       0x1BCB      | null (0) |
       0x1BCC      | null (0) |
       0x1BCD      | null (0) |
       0x1BCE      |   M (77) |
       0x1BCF      | null (0) |
       0x1BD0      |   8 (56) |
       0x1BD1      | null (0) |
       0x1BD2      |   U (85) |
       0x1BD3      | null (0) |
       0x1BD4      | null (0) |
       0x1BD5      | null (0) |
       0x1BD6      | null (0) |
       0x1BD7      | null (0) |
       0x1BD8      |   L (76) |
       0x1BD9      | null (0) |
       0x1BDA      | null (0) |
       0x1BDB      | null (0) |
       0x1BDC      |   X (88) |
       0x1BDD      | null (0) |
       0x1BDE      |   ; (59) |
       0x1BDF      | null (0) |
       0x1BE0      |   2 (50) |
       0x1BE1      | null (0) |
       0x1BE2      |   N (78) |
       0x1BE3      | null (0) |
       0x1BE4      | null (0) |
       0x1BE5      | null (0) |
       0x1BE6      | null (0) |
       0x1BE7      | null (0) |
       0x1BE8      | null (0) |
       0x1BE9      | null (0) |
       0x1BEA      | null (0) |
       0x1BEB      | null (0) |
       0x1BEC      | null (0) |
       0x1BED      | null (0) |
       0x1BEE      | null (0) |
       0x1BEF      | null (0) |
       0x1BF0      | null (0) |
       0x1BF1      | null (0) |
       0x1BF2      | null (0) |
       0x1BF3      | null (0) |
       0x1BF4      | null (0) |
       0x1BF5      | null (0) |
       0x1BF6      |   C (67) |
       0x1BF7      | null (0) |
       0x1BF8      |   C (67) |
       0x1BF9      | null (0) |
       0x1BFA      |   U (85) |
       0x1BFB      | null (0) |
       0x1BFC      |   0 (48) |
       0x1BFD      | null (0) |
       0x1BFE      | null (0) |
       0x1BFF      | null (0) |
       0x1C00      |   P (80) |
       0x1C01      | null (0) |
       0x1C02      | null (0) |
       0x1C03      | null (0) |
       0x1C04      |   E (69) |
       0x1C05      | null (0) |
       0x1C06      | null (0) |
       0x1C07      | null (0) |
       0x1C08      | null (0) |
       0x1C09      | null (0) |
       0x1C0A      |   P (80) |
       0x1C0B      | null (0) |
       0x1C0C      | null (0) |
       0x1C0D      | null (0) |
       0x1C0E      | null (0) |
       0x1C0F      | null (0) |
       0x1C10      |   R (82) |
       0x1C11      | null (0) |
       0x1C12      |   ; (59) |
       0x1C13      | null (0) |
       0x1C14      | null (0) |
       0x1C15      | null (0) |
       0x1C16      |   K (75) |
       0x1C17      | null (0) |
       0x1C18      |   4 (52) |
       0x1C19      | null (0) |
       0x1C1A      | null (0) |
       0x1C1B      | null (0) |
       0x1C1C      | null (0) |
       0x1C1D      | null (0) |
       0x1C1E      | null (0) |
       0x1C1F      | null (0) |
       0x1C20      |   G (71) |
       0x1C21      | null (0) |
       0x1C22      | null (0) |
       0x1C23      | null (0) |
       0x1C24      | null (0) |
       0x1C25      | null (0) |
       0x1C26      |   K (75) |
       0x1C27      | null (0) |
       0x1C28      | null (0) |
       0x1C29      | null (0) |
       0x1C2A      |   C (67) |
       0x1C2B      | null (0) |
       0x1C2C      | null (0) |
       0x1C2D      | null (0) |
       0x1C2E      | null (0) |
       0x1C2F      | null (0) |
       0x1C30      | null (0) |
       0x1C31      | null (0) |
       0x1C32      | null (0) |
       0x1C33      | null (0) |
       0x1C34      | null (0) |
       0x1C35      | null (0) |
       0x1C36      | null (0) |
       0x1C37      | null (0) |
       0x1C38      |   E (69) |
       0x1C39      | null (0) |
       0x1C3A      | null (0) |
       0x1C3B      | null (0) |
       0x1C3C      | null (0) |
       0x1C3D      | null (0) |
       0x1C3E      | null (0) |
       0x1C3F      | null (0) |
       0x1C40      | null (0) |
       0x1C41      | null (0) |
       0x1C42      | null (0) |
       0x1C43      | null (0) |
       0x1C44      |   W (87) |
       0x1C45      | null (0) |
       0x1C46      | null (0) |
       0x1C47      | null (0) |
       0x1C48      |   T (84) |
       0x1C49      | null (0) |
       0x1C4A      |   U (85) |
       0x1C4B      | null (0) |
       0x1C4C      |   L (76) |
       0x1C4D      | null (0) |
       0x1C4E      | null (0) |
       0x1C4F      | null (0) |
       0x1C50      | null (0) |
       0x1C51      | null (0) |
       0x1C52      |   H (72) |
       0x1C53      | null (0) |
       0x1C54      | null (0) |
       0x1C55      | null (0) |
       0x1C56      |   D (68) |
       0x1C57      | null (0) |
       0x1C58      | null (0) |
       0x1C59      | null (0) |
       0x1C5A      |   ? (63) |
       0x1C5B      | null (0) |
       0x1C5C      | null (0) |
       0x1C5D      | null (0) |
       0x1C5E      |   R (82) |
       0x1C5F      | null (0) |
       0x1C60      |   0 (48) |
       0x1C61      | null (0) |
       0x1C62      |   T (84) |
       0x1C63      | null (0) |
       0x1C64      | null (0) |
       0x1C65      | null (0) |
       0x1C66      |   : (58) |
       0x1C67      | null (0) |
       0x1C68      |   T (84) |
       0x1C69      | null (0) |
       0x1C6A      | null (0) |
       0x1C6B      | null (0) |
       0x1C6C      |   G (71) |
       0x1C6D      | null (0) |
       0x1C6E      | null (0) |
       0x1C6F      | null (0) |
       0x1C70      |   B (66) |
       0x1C71      | null (0) |
       0x1C72      | null (0) |
       0x1C73      | null (0) |
       0x1C74      |   K (75) |
       0x1C75      | null (0) |
       0x1C76      | null (0) |
       0x1C77      | null (0) |
       0x1C78      | null (0) |
       0x1C79      | null (0) |
       0x1C7A      |   < (60) |
       0x1C7B      | null (0) |
       0x1C7C      |   ? (63) |
       0x1C7D      | null (0) |
       0x1C7E      |   J (74) |
       0x1C7F      | null (0) |
       0x1C80      | null (0) |
       0x1C81      | null (0) |
       0x1C82      |   1 (49) |
       0x1C83      | null (0) |
       0x1C84      |   7 (55) |
       0x1C85      | null (0) |
       0x1C86      | null (0) |
       0x1C87      | null (0) |
       0x1C88      |   W (87) |
       0x1C89      | null (0) |
       0x1C8A      | null (0) |
       0x1C8B      | null (0) |
       0x1C8C      | null (0) |
       0x1C8D      | null (0) |
       0x1C8E      |   X (88) |
       0x1C8F      | null (0) |
       0x1C90      |   P (80) |
       0x1C91      | null (0) |
       0x1C92      | null (0) |
       0x1C93      | null (0) |
       0x1C94      |   G (71) |
       0x1C95      | null (0) |
       0x1C96      |   I (73) |
       0x1C97      | null (0) |
       0x1C98      |   S (83) |
       0x1C99      | null (0) |
       0x1C9A      | null (0) |
       0x1C9B      | null (0) |
       0x1C9C      | null (0) |
       0x1C9D      | null (0) |
       0x1C9E      |   Q (81) |
       0x1C9F      | null (0) |
       0x1CA0      | null (0) |
       0x1CA1      | null (0) |
       0x1CA2      | null (0) |
       0x1CA3      | null (0) |
       0x1CA4      | null (0) |
       0x1CA5      | null (0) |
       0x1CA6      | null (0) |
       0x1CA7      | null (0) |
       0x1CA8      | null (0) |
       0x1CA9      | null (0) |
       0x1CAA      |   I (73) |
       0x1CAB      | null (0) |
       0x1CAC      | null (0) |
       0x1CAD      | null (0) |
       0x1CAE      | null (0) |
       0x1CAF      | null (0) |
       0x1CB0      | null (0) |
       0x1CB1      | null (0) |
       0x1CB2      | null (0) |
       0x1CB3      | null (0) |
       0x1CB4      | null (0) |
       0x1CB5      | null (0) |
       0x1CB6      |   8 (56) |
       0x1CB7      | null (0) |
       0x1CB8      | null (0) |
       0x1CB9      | null (0) |
       0x1CBA      |   > (62) |
       0x1CBB      | null (0) |
       0x1CBC      |   9 (57) |
       0x1CBD      | null (0) |
       0x1CBE      | null (0) |
       0x1CBF      | null (0) |
       0x1CC0      | null (0) |
       0x1CC1      | null (0) |
       0x1CC2      |   V (86) |
       0x1CC3      | null (0) |
       0x1CC4      | null (0) |
       0x1CC5      | null (0) |
       0x1CC6      |   I (73) |
       0x1CC7      | null (0) |
       0x1CC8      | null (0) |
       0x1CC9      | null (0) |
       0x1CCA      | null (0) |
       0x1CCB      | null (0) |
       0x1CCC      | null (0) |
       0x1CCD      | null (0) |
       0x1CCE      |   3 (51) |
       0x1CCF      | null (0) |
       0x1CD0      | null (0) |
       0x1CD1      | null (0) |
       0x1CD2      | null (0) |
       0x1CD3      | null (0) |
       0x1CD4      |   V (86) |
       0x1CD5      | null (0) |
       0x1CD6      | null (0) |
       0x1CD7      | null (0) |
       0x1CD8      | null (0) |
       0x1CD9      | null (0) |
       0x1CDA      | null (0) |
       0x1CDB      | null (0) |
       0x1CDC      | null (0) |
       0x1CDD      | null (0) |
       0x1CDE      | null (0) |
       0x1CDF      | null (0) |
       0x1CE0      | null (0) |
       0x1CE1      | null (0) |
       0x1CE2      |   O (79) |
       0x1CE3      | null (0) |
       0x1CE4      |   Q (81) |
       0x1CE5      | null (0) |
       0x1CE6      |   = (61) |
       0x1CE7      | null (0) |
       0x1CE8      | null (0) |
       0x1CE9      | null (0) |
       0x1CEA      | null (0) |
       0x1CEB      | null (0) |
       0x1CEC      | null (0) |
       0x1CED      | null (0) |
       0x1CEE      |   9 (57) |
       0x1CEF      | null (0) |
       0x1CF0      |   ; (59) |
       0x1CF1      | null (0) |
       0x1CF2      | null (0) |
       0x1CF3      | null (0) |
       0x1CF4      |   @ (64) |
       0x1CF5      | null (0) |
       0x1CF6      | null (0) |
       0x1CF7      | null (0) |
       0x1CF8      |   5 (53) |
       0x1CF9      | null (0) |
       0x1CFA      | null (0) |
       0x1CFB      | null (0) |
       0x1CFC      | null (0) |
       0x1CFD      | null (0) |
       0x1CFE      |   O (79) |
       0x1CFF      | null (0) |
       0x1D00      |   5 (53) |
       0x1D01      | null (0) |
       0x1D02      |   P (80) |
       0x1D03      | null (0) |
       0x1D04      | null (0) |
       0x1D05      | null (0) |
       0x1D06      | null (0) |
       0x1D07      | null (0) |
       0x1D08      | null (0) |
       0x1D09      | null (0) |
       0x1D0A      |   P (80) |
       0x1D0B      | null (0) |
       0x1D0C      |   6 (54) |
       0x1D0D      | null (0) |
       0x1D0E      |   H (72) |
       0x1D0F      | null (0) |
       0x1D10      | null (0) |
       0x1D11      | null (0) |
       0x1D12      | null (0) |
       0x1D13      | null (0) |
       0x1D14      |   F (70) |
       0x1D15      | null (0) |
       0x1D16      | null (0) |
       0x1D17      | null (0) |
       0x1D18      | null (0) |
       0x1D19      | null (0) |
       0x1D1A      |   : (58) |
       0x1D1B      | null (0) |
       0x1D1C      | null (0) |
       0x1D1D      | null (0) |
       0x1D1E      | null (0) |
       0x1D1F      | null (0) |
       0x1D20      |   W (87) |
       0x1D21      | null (0) |
       0x1D22      | null (0) |
       0x1D23      | null (0) |
       0x1D24      | null (0) |
       0x1D25      | null (0) |
       0x1D26      |   @ (64) |
       0x1D27      | null (0) |
       0x1D28      |   O (79) |
       0x1D29      | null (0) |
       0x1D2A      | null (0) |
       0x1D2B      | null (0) |
       0x1D2C      | null (0) |
       0x1D2D      | null (0) |
       0x1D2E      |   M (77) |
       0x1D2F      | null (0) |
       0x1D30      | null (0) |
       0x1D31      | null (0) |
       0x1D32      |   3 (51) |
       0x1D33      | null (0) |
       0x1D34      |   0 (48) |
       0x1D35      | null (0) |
       0x1D36      |   2 (50) |
       0x1D37      | null (0) |
       0x1D38      |   4 (52) |
       0x1D39      | null (0) |
       0x1D3A      | null (0) |
       0x1D3B      | null (0) |
       0x1D3C      |   T (84) |
       0x1D3D      | null (0) |
       0x1D3E      |   @ (64) |
       0x1D3F      | null (0) |
       0x1D40      | null (0) |
       0x1D41      | null (0) |
       0x1D42      | null (0) |
       0x1D43      | null (0) |
       0x1D44      | null (0) |
       0x1D45      | null (0) |
       0x1D46      | null (0) |
       0x1D47      | null (0) |
       0x1D48      |   O (79) |
       0x1D49      | null (0) |
       0x1D4A      | null (0) |
       0x1D4B      | null (0) |
       0x1D4C      | null (0) |
